filename,projectname,country,version,date,formatted_date,crc,release,file_size,full_path
BK2007_DE_0.11.4.241126_E98C_beta_Encrypt.bin,BK2007,DE,0.11.4,241126,2026-11-24,E98C,beta,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\DE\BK2007_DE_0.11.4.241126_E98C_beta_Encrypt.bin
BK2007_DE_0.11.4.241126_EFE1_beta_Open.bin,BK2007,DE,0.11.4,241126,2026-11-24,EFE1,beta,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\DE\BK2007_DE_0.11.4.241126_EFE1_beta_Open.bin
BK2007_UK_0.11.4.241126_E9A5_beta_Encrypt.bin,BK2007,UK,0.11.4,241126,2026-11-24,E9A5,beta,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\UK\BK2007_UK_0.11.4.241126_E9A5_beta_Encrypt.bin
BK2007_UK_0.11.4.241126_EFFA_beta_Open.bin,BK2007,UK,0.11.4,241126,2026-11-24,EFFA,beta,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\UK\BK2007_UK_0.11.4.241126_EFFA_beta_Open.bin
BK2007_US_0.11.4.241126_E8E1_beta_Encrypt.bin,BK2007,US,0.11.4,241126,2026-11-24,E8E1,beta,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\US\BK2007_US_0.11.4.241126_E8E1_beta_Encrypt.bin
BK2007_US_0.11.4.241126_EF36_beta_Open.bin,BK2007,US,0.11.4,241126,2026-11-24,EF36,beta,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.4.241126_beta\US\BK2007_US_0.11.4.241126_EF36_beta_Open.bin
BK2007_DE_0.11.8.250409_B8A9_beta_Open.bin,BK2007,DE,0.11.8,250409,2009-04-25,B8A9,beta,69392,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.8.250409_beta\DE\BK2007_DE_0.11.8.250409_B8A9_beta_Open.bin
BK2007_UK_0.11.8.250409_B8C2_beta_Open.bin,BK2007,UK,0.11.8,250409,2009-04-25,B8C2,beta,69392,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.8.250409_beta\UK\BK2007_UK_0.11.8.250409_B8C2_beta_Open.bin
BK2007_US_0.11.8.250409_98C4_beta_Open.bin,BK2007,US,0.11.8,250409,2009-04-25,98C4,beta,69392,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.11.8.250409_beta\US\BK2007_US_0.11.8.250409_98C4_beta_Open.bin
BK2007_DE_0.12.1.250418_14A2_beta_Open.bin,BK2007,DE,0.12.1,250418,2018-04-25,14A2,beta,68816,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.1.250418_beta\DE\BK2007_DE_0.12.1.250418_14A2_beta_Open.bin
BK2007_UK_0.12.1.250418_14BB_beta_Open.bin,BK2007,UK,0.12.1,250418,2018-04-25,14BB,beta,68816,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.1.250418_beta\UK\BK2007_UK_0.12.1.250418_14BB_beta_Open.bin
BK2007_US_0.12.1.250418_F6C4_beta_Open.bin,BK2007,US,0.12.1,250418,2018-04-25,F6C4,beta,68812,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.1.250418_beta\US\BK2007_US_0.12.1.250418_F6C4_beta_Open.bin
BK2007_DE_0.12.3.250429_F15B_beta_Open.bin,BK2007,DE,0.12.3,250429,2029-04-25,F15B,beta,65656,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.3.250429_beta\DE\BK2007_DE_0.12.3.250429_F15B_beta_Open.bin
BK2007_UK_0.12.3.250429_F174_beta_Open.bin,BK2007,UK,0.12.3,250429,2029-04-25,F174,beta,65656,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.3.250429_beta\UK\BK2007_UK_0.12.3.250429_F174_beta_Open.bin
BK2007_US_0.12.3.250429_D477_beta_Open.bin,BK2007,US,0.12.3,250429,2029-04-25,D477,beta,65652,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.3.250429_beta\US\BK2007_US_0.12.3.250429_D477_beta_Open.bin
BK2007_DE_0.12.4.250623_F389_beta_Open.bin,BK2007,DE,0.12.4,250623,2023-06-25,F389,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.4.250623_beta\DE\BK2007_DE_0.12.4.250623_F389_beta_Open.bin
BK2007_UK_0.12.4.250623_F3A2_beta_Open.bin,BK2007,UK,0.12.4,250623,2023-06-25,F3A2,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.4.250623_beta\UK\BK2007_UK_0.12.4.250623_F3A2_beta_Open.bin
BK2007_US_0.12.4.250623_F2DE_beta_Open.bin,BK2007,US,0.12.4,250623,2023-06-25,F2DE,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\beta\BK2007_0.12.4.250623_beta\US\BK2007_US_0.12.4.250623_F2DE_beta_Open.bin
BK2007_DE_0.12.4.250623_F389_beta_Open.bin,BK2007,DE,0.12.4,250623,2023-06-25,F389,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\beta\BK2007_0.12.4.250623_beta\DE\BK2007_DE_0.12.4.250623_F389_beta_Open.bin
BK2007_UK_0.12.4.250623_F3A2_beta_Open.bin,BK2007,UK,0.12.4,250623,2023-06-25,F3A2,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\beta\BK2007_0.12.4.250623_beta\UK\BK2007_UK_0.12.4.250623_F3A2_beta_Open.bin
BK2007_US_0.12.4.250623_F2DE_beta_Open.bin,BK2007,US,0.12.4,250623,2023-06-25,F2DE,beta,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\beta\BK2007_0.12.4.250623_beta\US\BK2007_US_0.12.4.250623_F2DE_beta_Open.bin
BK2007_DE_ES_IT_0.12.5.250806_FC7D_beta_Open.bin,BK2007_DE_ES,IT,0.12.5,250806,2006-08-25,FC7D,beta,65900,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\beta\BK2007_0.12.5.250806_beta\DE_ES_IT\BK2007_DE_ES_IT_0.12.5.250806_FC7D_beta_Open.bin
BK2007_FR_0.12.5.250806_3D2E_beta_Open.bin,BK2007,FR,0.12.5,250806,2006-08-25,3D2E,beta,66056,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\beta\BK2007_0.12.5.250806_beta\FR\BK2007_FR_0.12.5.250806_3D2E_beta_Open.bin
BK2007_DE_0.11.4.241126_E98C_release_Encrypt.bin,BK2007,DE,0.11.4,241126,2026-11-24,E98C,release,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\DE\BK2007_DE_0.11.4.241126_E98C_release_Encrypt.bin
BK2007_DE_0.11.4.241126_EFE1_release_Open.bin,BK2007,DE,0.11.4,241126,2026-11-24,EFE1,release,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\DE\BK2007_DE_0.11.4.241126_EFE1_release_Open.bin
BK2007_UK_0.11.4.241126_E9A5_release_Encrypt.bin,BK2007,UK,0.11.4,241126,2026-11-24,E9A5,release,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\UK\BK2007_UK_0.11.4.241126_E9A5_release_Encrypt.bin
BK2007_UK_0.11.4.241126_EFFA_release_Open.bin,BK2007,UK,0.11.4,241126,2026-11-24,EFFA,release,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\UK\BK2007_UK_0.11.4.241126_EFFA_release_Open.bin
BK2007_US_0.11.4.241126_E8E1_release_Encrypt.bin,BK2007,US,0.11.4,241126,2026-11-24,E8E1,release,67744,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\US\BK2007_US_0.11.4.241126_E8E1_release_Encrypt.bin
BK2007_US_0.11.4.241126_EF36_release_Open.bin,BK2007,US,0.11.4,241126,2026-11-24,EF36,release,67724,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.11.4.241126_release\US\BK2007_US_0.11.4.241126_EF36_release_Open.bin
BK2007_DE_0.12.3.250429_F15B_release_Open.bin,BK2007,DE,0.12.3,250429,2029-04-25,F15B,release,65656,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.3.250429_release\DE\BK2007_DE_0.12.3.250429_F15B_release_Open.bin
BK2007_UK_0.12.3.250429_F174_release_Open.bin,BK2007,UK,0.12.3,250429,2029-04-25,F174,release,65656,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.3.250429_release\UK\BK2007_UK_0.12.3.250429_F174_release_Open.bin
BK2007_US_0.12.3.250429_D477_release_Open.bin,BK2007,US,0.12.3,250429,2029-04-25,D477,release,65652,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.3.250429_release\US\BK2007_US_0.12.3.250429_D477_release_Open.bin
BK2007_DE_0.12.4.250623_F389_release_Open.bin,BK2007,DE,0.12.4,250623,2023-06-25,F389,release,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.4.250623_release\DE\BK2007_DE_0.12.4.250623_F389_release_Open.bin
BK2007_UK_0.12.4.250623_F3A2_release_Open.bin,BK2007,UK,0.12.4,250623,2023-06-25,F3A2,release,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.4.250623_release\UK\BK2007_UK_0.12.4.250623_F3A2_release_Open.bin
BK2007_US_0.12.4.250623_F2DE_release_Open.bin,BK2007,US,0.12.4,250623,2023-06-25,F2DE,release,65880,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.4.250623_release\US\BK2007_US_0.12.4.250623_F2DE_release_Open.bin
BK2007_DE_ES_IT_0.12.5.250806_FC7D_release_Open.bin,BK2007_DE_ES,IT,0.12.5,250806,2006-08-25,FC7D,release,65900,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.5.250806_release\DE_ES_IT\BK2007_DE_ES_IT_0.12.5.250806_FC7D_release_Open.bin
BK2007_FR_0.12.5.250806_3D2E_release_Open.bin,BK2007,FR,0.12.5,250806,2006-08-25,3D2E,release,66056,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.5.250806_release\FR\BK2007_FR_0.12.5.250806_3D2E_release_Open.bin
BK2007_DE_ES_IT_0.12.7.250904_4321_release_Open.bin,BK2007_DE_ES,IT,0.12.7,250904,2004-09-25,4321,release,65292,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.7.250904_release\DE_ES_IT\BK2007_DE_ES_IT_0.12.7.250904_4321_release_Open.bin
BK2007_FR_0.12.7.250904_8926_release_Open.bin,BK2007,FR,0.12.7,250904,2004-09-25,8926,release,64656,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.7.250904_release\FR\BK2007_FR_0.12.7.250904_8926_release_Open.bin
BK2007_UK_0.12.7.250904_4240_release_Open.bin,BK2007,UK,0.12.7,250904,2004-09-25,4240,release,65284,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.7.250904_release\UK\BK2007_UK_0.12.7.250904_4240_release_Open.bin
BK2007_US_0.12.7.250904_417C_release_Open.bin,BK2007,US,0.12.7,250904,2004-09-25,417C,release,65284,D:\Data\Document\ProductsLibrary\C线产品资料库\BK2007\固件\release\BK2007_0.12.7.250904_release\US\BK2007_US_0.12.7.250904_417C_release_Open.bin
Classic_DE_0.0.14.250318_D7B1_beta_Open.bin,Classic,DE,0.0.14,250318,2018-03-25,D7B1,beta,83640,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\Classic_0.0.14.250318_beta\DE\Classic_DE_0.0.14.250318_D7B1_beta_Open.bin
Classic_UK_0.0.14.250318_D808_beta_Open.bin,Classic,UK,0.0.14,250318,2018-03-25,D808,beta,83676,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\Classic_0.0.14.250318_beta\UK\Classic_UK_0.0.14.250318_D808_beta_Open.bin
Classic_US_0.0.14.250318_90F6_beta_Open.bin,Classic,US,0.0.14,250318,2018-03-25,90F6,beta,83468,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\Classic_0.0.14.250318_beta\US\Classic_US_0.0.14.250318_90F6_beta_Open.bin
KB002_DE_0.0.10.250228_7F63_beta_Open.bin,KB002,DE,0.0.10,250228,2028-02-25,7F63,beta,83360,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.10.250228_beta\DE\KB002_DE_0.0.10.250228_7F63_beta_Open.bin
KB002_UK_0.0.10.250228_9714_beta_Open.bin,KB002,UK,0.0.10,250228,2028-02-25,9714,beta,83392,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.10.250228_beta\UK\KB002_UK_0.0.10.250228_9714_beta_Open.bin
KB002_US_0.0.10.250228_51EA_beta_Open.bin,KB002,US,0.0.10,250228,2028-02-25,51EA,beta,83196,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.10.250228_beta\US\KB002_US_0.0.10.250228_51EA_beta_Open.bin
KB002_JP_0.0.16.250703_9C32_beta_Open.bin,KB002,JP,0.0.16,250703,2003-07-25,9C32,beta,83528,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.16.250703_beta\JP\KB002_JP_0.0.16.250703_9C32_beta_Open.bin
KB002_JP_0.0.17.250715_99BD_beta_Open.bin,KB002,JP,0.0.17,250715,2015-07-25,99BD,beta,83496,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.17.250715_beta\JP\KB002_JP_0.0.17.250715_99BD_beta_Open.bin
KB002_DE_0.0.5.250108_89D7_beta_Open.bin,KB002,DE,0.0.5,250108,2008-01-25,89D7,beta,83372,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.5.250108_beta\DE\KB002_DE_0.0.5.250108_89D7_beta_Open.bin
KB002_UK_0.0.5.250108_97FA_beta_Open.bin,KB002,UK,0.0.5,250108,2008-01-25,97FA,beta,83400,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.5.250108_beta\UK\KB002_UK_0.0.5.250108_97FA_beta_Open.bin
KB002_US_0.0.5.250108_4DCE_beta_Open.bin,KB002,US,0.0.5,250108,2008-01-25,4DCE,beta,83204,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.5.250108_beta\US\KB002_US_0.0.5.250108_4DCE_beta_Open.bin
KB002_DE_0.0.6.250114_89D7_beta_Open.bin,KB002,DE,0.0.6,250114,2014-01-25,89D7,beta,83372,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.6.250114_beta\DE\KB002_DE_0.0.6.250114_89D7_beta_Open.bin
KB002_UK_0.0.6.250114_97F6_beta_Open.bin,KB002,UK,0.0.6,250114,2014-01-25,97F6,beta,83400,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.6.250114_beta\UK\KB002_UK_0.0.6.250114_97F6_beta_Open.bin
KB002_US_0.0.6.250114_4DCE_beta_Open.bin,KB002,US,0.0.6,250114,2014-01-25,4DCE,beta,83204,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.6.250114_beta\US\KB002_US_0.0.6.250114_4DCE_beta_Open.bin
KB002_DE_0.0.9.250207_A92C_beta_Open.bin,KB002,DE,0.0.9,250207,2007-02-25,A92C,beta,83424,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.9.250207_beta\DE\KB002_DE_0.0.9.250207_A92C_beta_Open.bin
KB002_UK_0.0.9.250207_B8DD_beta_Open.bin,KB002,UK,0.0.9,250207,2007-02-25,B8DD,beta,83452,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.9.250207_beta\UK\KB002_UK_0.0.9.250207_B8DD_beta_Open.bin
KB002_US_0.0.9.250207_65DE_beta_Open.bin,KB002,US,0.0.9,250207,2007-02-25,65DE,beta,83244,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\KB002_0.0.9.250207_beta\US\KB002_US_0.0.9.250207_65DE_beta_Open.bin
N0001_DE_0.0.12.250311_9ECE_beta_Open.bin,N0001,DE,0.0.12,250311,2011-03-25,9ECE,beta,83452,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.12.250311_beta\DE\N0001_DE_0.0.12.250311_9ECE_beta_Open.bin
N0001_UK_0.0.12.250311_A302_beta_Open.bin,N0001,UK,0.0.12,250311,2011-03-25,A302,beta,83488,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.12.250311_beta\UK\N0001_UK_0.0.12.250311_A302_beta_Open.bin
N0001_US_0.0.12.250311_43EA_beta_Open.bin,N0001,US,0.0.12,250311,2011-03-25,43EA,beta,83276,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.12.250311_beta\US\N0001_US_0.0.12.250311_43EA_beta_Open.bin
N0001_DE_0.0.13.250313_D051_beta_Open.bin,N0001,DE,0.0.13,250313,2013-03-25,D051,beta,83640,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.13.250313_beta\DE\N0001_DE_0.0.13.250313_D051_beta_Open.bin
N0001_UK_0.0.13.250313_D0A8_beta_Open.bin,N0001,UK,0.0.13,250313,2013-03-25,D0A8,beta,83676,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.13.250313_beta\UK\N0001_UK_0.0.13.250313_D0A8_beta_Open.bin
N0001_US_0.0.13.250313_8996_beta_Open.bin,N0001,US,0.0.13,250313,2013-03-25,8996,beta,83468,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\beta\N0001_0.0.13.250313_beta\US\N0001_US_0.0.13.250313_8996_beta_Open.bin
Classic_DE_0.0.14.250318_D7B1_release_Open.bin,Classic,DE,0.0.14,250318,2018-03-25,D7B1,release,83640,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\release\Classic_0.0.14.250318_release\DE\Classic_DE_0.0.14.250318_D7B1_release_Open.bin
Classic_UK_0.0.14.250318_D808_release_Open.bin,Classic,UK,0.0.14,250318,2018-03-25,D808,release,83676,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\release\Classic_0.0.14.250318_release\UK\Classic_UK_0.0.14.250318_D808_release_Open.bin
Classic_US_0.0.14.250318_90F6_release_Open.bin,Classic,US,0.0.14,250318,2018-03-25,90F6,release,83468,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\release\Classic_0.0.14.250318_release\US\Classic_US_0.0.14.250318_90F6_release_Open.bin
KB002_JP_0.0.17.250715_99BD_release_Open.bin,KB002,JP,0.0.17,250715,2015-07-25,99BD,release,83496,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\release\KB002_0.0.17.250715_release\JP\KB002_JP_0.0.17.250715_99BD_release_Open.bin
KB002_FR_0.2.2.251022_1066_release_Open.bin,KB002,FR,0.2.2,251022,2022-10-25,1066,release,83872,D:\Data\Document\ProductsLibrary\C线产品资料库\KB002_black\固件\release\KB002_0.2.2.251022_release\FR\KB002_FR_0.2.2.251022_1066_release_Open.bin
KB01103_DE_0.0.11.250109_3013_beta_Open.bin,KB01103,DE,0.0.11,250109,2009-01-25,3013,beta,84712,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.11.250109_beta\DE\KB01103_DE_0.0.11.250109_3013_beta_Open.bin
KB01103_UK_0.0.11.250109_3BBA_beta_Open.bin,KB01103,UK,0.0.11,250109,2009-01-25,3BBA,beta,84748,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.11.250109_beta\UK\KB01103_UK_0.0.11.250109_3BBA_beta_Open.bin
KB01103_US_0.0.11.250109_D431_beta_Open.bin,KB01103,US,0.0.11,250109,2009-01-25,D431,beta,84548,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.11.250109_beta\US\KB01103_US_0.0.11.250109_D431_beta_Open.bin
KB01103_DE_0.0.7.241225_EC69_beta_Open.bin,KB01103,DE,0.0.7,241225,2025-12-24,EC69,beta,83836,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.7.241225_beta\DE\KB01103_DE_0.0.7.241225_EC69_beta_Open.bin
KB01103_UK_0.0.7.241225_E817_beta_Open.bin,KB01103,UK,0.0.7,241225,2025-12-24,E817,beta,83868,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.7.241225_beta\UK\KB01103_UK_0.0.7.241225_E817_beta_Open.bin
KB01103_US_0.0.7.241225_88A0_beta_Open.bin,KB01103,US,0.0.7,241225,2025-12-24,88A0,beta,83672,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.7.241225_beta\US\KB01103_US_0.0.7.241225_88A0_beta_Open.bin
KB01103_DE_0.0.9.241227_CB09_beta_Open.bin,KB01103,DE,0.0.9,241227,2027-12-24,CB09,beta,84536,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.9.241227_beta\DE\KB01103_DE_0.0.9.241227_CB09_beta_Open.bin
KB01103_UK_0.0.9.241227_D133_beta_Open.bin,KB01103,UK,0.0.9,241227,2027-12-24,D133,beta,84568,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.9.241227_beta\UK\KB01103_UK_0.0.9.241227_D133_beta_Open.bin
KB01103_US_0.0.9.241227_8FBB_beta_Open.bin,KB01103,US,0.0.9,241227,2027-12-24,8FBB,beta,84356,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\beta\KB01103_0.0.9.241227_beta\US\KB01103_US_0.0.9.241227_8FBB_beta_Open.bin
KB01103_DE_0.0.11.250109_3013_release_Open.bin,KB01103,DE,0.0.11,250109,2009-01-25,3013,release,84712,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\release\KB01103_0.0.11.250109_release\DE\KB01103_DE_0.0.11.250109_3013_release_Open.bin
KB01103_UK_0.0.11.250109_3BBA_release_Open.bin,KB01103,UK,0.0.11,250109,2009-01-25,3BBA,release,84748,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\release\KB01103_0.0.11.250109_release\UK\KB01103_UK_0.0.11.250109_3BBA_release_Open.bin
KB01103_US_0.0.11.250109_D431_release_Open.bin,KB01103,US,0.0.11,250109,2009-01-25,D431,release,84548,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01103\固件\release\KB01103_0.0.11.250109_release\US\KB01103_US_0.0.11.250109_D431_release_Open.bin
KB01104_DE_2.2.2.241105_beta.bin,KB01104,DE,2.2.2,241105,2005-11-24,,beta,80824,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.2.241105_beta\DE\KB01104_DE_2.2.2.241105_beta.bin
KB01104_UK_2.2.2.241105_beta.bin,KB01104,UK,2.2.2,241105,2005-11-24,,beta,80824,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.2.241105_beta\UK\KB01104_UK_2.2.2.241105_beta.bin
KB01104_US_2.2.2.241105_beta.bin,KB01104,US,2.2.2,241105,2005-11-24,,beta,80824,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.2.241105_beta\US\KB01104_US_2.2.2.241105_beta.bin
KB01104_DE_2.2.3.241112_beta.bin,KB01104,DE,2.2.3,241112,2012-11-24,,beta,81888,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\DE\KB01104_DE_2.2.3.241112_beta.bin
KB01104_DE_2.2.3.241112_beta_Encrypt.bin,KB01104,DE,2.2.3,241112,2012-11-24,,beta,81908,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\DE\KB01104_DE_2.2.3.241112_beta_Encrypt.bin
KB01104_UK_2.2.3.241112_beta.bin,KB01104,UK,2.2.3,241112,2012-11-24,,beta,81888,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\UK\KB01104_UK_2.2.3.241112_beta.bin
KB01104_UK_2.2.3.241112_beta_Encrypt.bin,KB01104,UK,2.2.3,241112,2012-11-24,,beta,81908,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\UK\KB01104_UK_2.2.3.241112_beta_Encrypt.bin
KB01104_US_2.2.3.241112_beta.bin,KB01104,US,2.2.3,241112,2012-11-24,,beta,81888,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\US\KB01104_US_2.2.3.241112_beta.bin
KB01104_US_2.2.3.241112_beta_Encrypt.bin,KB01104,US,2.2.3,241112,2012-11-24,,beta,81908,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.3.241112_beta\US\KB01104_US_2.2.3.241112_beta_Encrypt.bin
KB01104_DE_2.2.4.241118_beta.bin,KB01104,DE,2.2.4,241118,2018-11-24,,beta,81888,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.4.241118_beta\DE\KB01104_DE_2.2.4.241118_beta.bin
KB01104_DE_2.2.4.241118_beta_Encrypt.bin,KB01104,DE,2.2.4,241118,2018-11-24,,beta,81908,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.4.241118_beta\DE\KB01104_DE_2.2.4.241118_beta_Encrypt.bin
KB01104_UK_2.2.4.241118_beta.bin,KB01104,UK,2.2.4,241118,2018-11-24,,beta,81888,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.4.241118_beta\UK\KB01104_UK_2.2.4.241118_beta.bin
KB01104_UK_2.2.4.241118_beta_Encrypt.bin,KB01104,UK,2.2.4,241118,2018-11-24,,beta,81908,D:\Data\Document\ProductsLibrary\C线产品资料库\KB01104\固件\beta\新PCBA\KB01104_2.2.4.241118_beta\UK\KB01104_UK_2.2.4.241118_beta_Encrypt.bin
