scan_time分析报告 - KB04122-主板固定60Hz发送5.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 149.25
  递增值标准差: 8.61
  最小递增值: 50
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 0.104 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
566	19:56:37.502	4350		150.0
567	19:56:37.517	4500		150.0
568	19:56:37.547	4650		150.0
569	19:56:37.562	4800		150.0
570	19:56:37.578	4950		150.0
571	19:56:37.593	5100		150.0
572	19:56:37.608	5250		150.0
573	19:56:37.622	5400		150.0
574	19:56:37.637	5550		150.0
575	19:56:37.652	5700		150.0
576	19:56:37.667	5850		150.0
577	19:56:37.697	6000		150.0
578	19:56:37.712	6150		150.0
579	19:56:37.727	6300		150.0
580	19:56:37.742	6450		150.0
581	19:56:37.772	6600		150.0
582	19:56:37.786	6750		150.0
583	19:56:37.802	6900		150.0
584	19:56:37.817	7050		150.0
585	19:56:37.832	7200		150.0
586	19:56:37.847	7350		150.0
587	19:56:37.862	7500		150.0
588	19:56:37.878	7650		150.0
589	19:56:37.892	7800		150.0
590	19:56:37.908	7950		150.0
591	19:56:37.937	8100		150.0
592	19:56:37.952	8250		150.0
593	19:56:37.967	8400		150.0
594	19:56:37.982	8550		150.0
595	19:56:37.997	8700		150.0
596	19:56:38.012	8850		150.0
597	19:56:38.042	9000		150.0
598	19:56:38.057	9150		150.0
599	19:56:38.072	9300		150.0
600	19:56:38.087	9450		150.0
601	19:56:38.102	9600		150.0
602	19:56:38.117	9750		150.0
603	19:56:38.132	9900		150.0
604	19:56:38.162	10050		150.0
605	19:56:38.178	10200		150.0
606	19:56:38.192	10350		150.0
607	19:56:38.206	10500		150.0
608	19:56:38.221	10650		150.0
609	19:56:38.237	10800		150.0
610	19:56:38.251	10950		150.0
611	19:56:38.267	11100		150.0
612	19:56:38.282	11250		150.0
613	19:56:38.296	11400		150.0
614	19:56:38.325	11550		150.0
615	19:56:38.342	11700		150.0
616	19:56:38.357	11850		150.0
617	19:56:38.372	12000		150.0
618	19:56:38.387	12150		150.0
619	19:56:38.401	12300		150.0
620	19:56:38.417	12450		150.0
621	19:56:38.432	12600		150.0
622	19:56:38.447	12750		150.0
623	19:56:38.478	12900		150.0
624	19:56:38.493	13050		150.0
625	19:56:38.506	13200		150.0
626	19:56:38.522	13350		150.0
627	19:56:38.537	13500		150.0
628	19:56:38.580	13650		150.0
629	19:56:38.597	13800		150.0
630	19:56:38.612	13950		150.0
631	19:56:38.612	14100		150.0
632	19:56:38.612	14250		150.0
633	19:56:38.642	14400		150.0
634	19:56:38.657	14550		150.0
635	19:56:38.672	14700		150.0
636	19:56:38.687	14850		150.0
637	19:56:38.702	15000		150.0
638	19:56:38.717	15150		150.0
639	19:56:38.747	15300		150.0
640	19:56:38.762	15450		150.0
641	19:56:38.778	15600		150.0
642	19:56:38.792	15750		150.0
643	19:56:38.808	15900		150.0
644	19:56:38.822	16050		150.0
645	19:56:38.837	16200		150.0
646	19:56:38.852	16350		150.0
647	19:56:38.882	16500		150.0
648	19:56:38.897	16650		150.0
649	19:56:38.911	16800		150.0
650	19:56:38.927	16950		150.0
651	19:56:38.942	17100		150.0
652	19:56:38.957	17250		150.0
653	19:56:38.972	17400		150.0
654	19:56:38.987	17550		150.0
655	19:56:39.002	17700		150.0
656	19:56:39.045	17850		150.0
657	19:56:39.062	18000		150.0
658	19:56:39.078	18150		150.0
659	19:56:39.093	18300		150.0
660	19:56:39.108	18450		150.0
661	19:56:39.121	18600		150.0
662	19:56:39.137	18750		150.0
663	19:56:39.152	18900		150.0
664	19:56:39.182	19050		150.0
665	19:56:39.197	19200		150.0
666	19:56:39.211	19350		150.0
667	19:56:39.227	19500		150.0
668	19:56:39.242	19650		150.0
669	19:56:39.257	19800		150.0
670	19:56:39.272	19950		150.0
671	19:56:39.287	0		50.0
672	19:56:39.302	150		150.0
673	19:56:39.317	300		150.0
674	19:56:39.332	450		150.0
675	19:56:39.347	600		150.0
676	19:56:39.362	750		150.0
677	19:56:39.378	900		150.0
678	19:56:39.393	1050		150.0
679	19:56:39.408	1200		150.0
680	19:56:39.422	1350		150.0
681	19:56:39.437	1500		150.0
682	19:56:39.452	1650		150.0
683	19:56:39.467	1800		150.0
684	19:56:39.497	1950		150.0
685	19:56:39.512	2100		150.0
686	19:56:39.526	2250		150.0
687	19:56:39.542	2400		150.0
688	19:56:39.557	2550		150.0
689	19:56:39.572	2700		150.0
690	19:56:39.587	2850		150.0
691	19:56:39.602	3000		150.0
692	19:56:39.617	3150		150.0
693	19:56:39.631	3300		150.0
694	19:56:39.660	3450		150.0
695	19:56:39.678	3600		150.0
696	19:56:39.693	3750		150.0
697	19:56:39.708	3900		150.0
698	19:56:39.722	4050		150.0
699	19:56:39.737	4200		150.0
700	19:56:39.752	4350		150.0
701	19:56:39.767	4500		150.0
702	19:56:39.782	4650		150.0
703	19:56:39.812	4800		150.0
704	19:56:39.827	4950		150.0
705	19:56:39.842	5100		150.0
706	19:56:39.857	5250		150.0
707	19:56:39.900	5400		150.0
708	19:56:39.917	5550		150.0
709	19:56:39.932	5700		150.0
710	19:56:39.947	5850		150.0
711	19:56:39.962	6000		150.0
