scan_time分析报告 - beisi_check_66Hz.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 150.00
  递增值标准差: 0.00
  最小递增值: 150
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 1.000 (1.0为完美一致)
  评估结果: 优秀 - scan_time递增非常稳定

详细数据:
序号	时间戳		scan_time	递增值
455	16:12:34.984	7800		150.0
456	16:12:34.998	7950		150.0
457	16:12:35.014	8100		150.0
458	16:12:35.029	8250		150.0
459	16:12:35.044	8400		150.0
460	16:12:35.059	8550		150.0
461	16:12:35.074	8700		150.0
462	16:12:35.089	8850		150.0
463	16:12:35.104	9000		150.0
464	16:12:35.119	9150		150.0
465	16:12:35.134	9300		150.0
466	16:12:35.149	9450		150.0
467	16:12:35.164	9600		150.0
468	16:12:35.179	9750		150.0
469	16:12:35.194	9900		150.0
470	16:12:35.209	10050		150.0
471	16:12:35.224	10200		150.0
472	16:12:35.239	10350		150.0
473	16:12:35.253	10500		150.0
474	16:12:35.268	10650		150.0
475	16:12:35.284	10800		150.0
476	16:12:35.299	10950		150.0
477	16:12:35.313	11100		150.0
478	16:12:35.329	11250		150.0
479	16:12:35.344	11400		150.0
480	16:12:35.359	11550		150.0
481	16:12:35.374	11700		150.0
482	16:12:35.389	11850		150.0
483	16:12:35.404	12000		150.0
484	16:12:35.419	12150		150.0
485	16:12:35.434	12300		150.0
486	16:12:35.449	12450		150.0
487	16:12:35.464	12600		150.0
488	16:12:35.479	12750		150.0
489	16:12:35.494	12900		150.0
490	16:12:35.509	13050		150.0
491	16:12:35.524	13200		150.0
492	16:12:35.539	13350		150.0
493	16:12:35.554	13500		150.0
494	16:12:35.568	13650		150.0
495	16:12:35.584	13800		150.0
496	16:12:35.598	13950		150.0
497	16:12:35.613	14100		150.0
498	16:12:35.629	14250		150.0
499	16:12:35.644	14400		150.0
500	16:12:35.659	14550		150.0
501	16:12:35.674	14700		150.0
502	16:12:35.689	14850		150.0
503	16:12:35.704	15000		150.0
504	16:12:35.719	15150		150.0
505	16:12:35.734	15300		150.0
506	16:12:35.749	15450		150.0
507	16:12:35.764	15600		150.0
508	16:12:35.779	15750		150.0
509	16:12:35.794	15900		150.0
510	16:12:35.809	16050		150.0
511	16:12:35.824	16200		150.0
512	16:12:35.839	16350		150.0
513	16:12:35.854	16500		150.0
514	16:12:35.869	16650		150.0
515	16:12:35.884	16800		150.0
516	16:12:35.899	16950		150.0
517	16:12:35.913	17100		150.0
518	16:12:35.928	17250		150.0
519	16:12:35.944	17400		150.0
520	16:12:35.959	17550		150.0
521	16:12:35.974	17700		150.0
522	16:12:35.989	17850		150.0
523	16:12:36.004	18000		150.0
524	16:12:36.019	18150		150.0
525	16:12:36.034	18300		150.0
526	16:12:36.049	18450		150.0
527	16:12:36.064	18600		150.0
528	16:12:36.079	18750		150.0
529	16:12:36.094	18900		150.0
530	16:12:36.109	19050		150.0
531	16:12:36.124	19200		150.0
532	16:12:36.139	19350		150.0
533	16:12:36.153	19500		150.0
534	16:12:36.154	19650		150.0
535	16:12:36.169	19800		150.0
536	16:12:36.183	19950		150.0
537	16:12:36.199	0		150.0
538	16:12:36.214	150		150.0
539	16:12:36.229	300		150.0
540	16:12:36.244	450		150.0
541	16:12:36.259	600		150.0
542	16:12:36.274	750		150.0
543	16:12:36.289	900		150.0
544	16:12:36.304	1050		150.0
545	16:12:36.319	1200		150.0
546	16:12:36.334	1350		150.0
547	16:12:36.349	1500		150.0
548	16:12:36.364	1650		150.0
549	16:12:36.379	1800		150.0
550	16:12:36.394	1950		150.0
551	16:12:36.409	2100		150.0
552	16:12:36.424	2250		150.0
553	16:12:36.439	2400		150.0
554	16:12:36.454	2550		150.0
555	16:12:36.469	2700		150.0
556	16:12:36.484	2850		150.0
557	16:12:36.499	3000		150.0
558	16:12:36.514	3150		150.0
559	16:12:36.529	3300		150.0
560	16:12:36.544	3450		150.0
561	16:12:36.559	3600		150.0
562	16:12:36.574	3750		150.0
563	16:12:36.589	3900		150.0
564	16:12:36.604	4050		150.0
565	16:12:36.619	4200		150.0
566	16:12:36.634	4350		150.0
567	16:12:36.649	4500		150.0
568	16:12:36.664	4650		150.0
569	16:12:36.679	4800		150.0
570	16:12:36.694	4950		150.0
571	16:12:36.709	5100		150.0
572	16:12:36.724	5250		150.0
573	16:12:36.739	5400		150.0
574	16:12:36.754	5550		150.0
575	16:12:36.768	5700		150.0
576	16:12:36.799	5850		150.0
577	16:12:36.813	6000		150.0
578	16:12:36.828	6150		150.0
